 421    1982       1     JAN1982    5.95000
 422    1982       2     FEB1982    6.06000
 423    1982       3     MAR1982    6.28000
 424    1982       4     APR1982    5.99000
 425    1982       5     MAY1982    5.97000
 426    1982       6     JUN1982    6.28000
 427    1982       7     JUL1982    6.31000
 428    1982       8     AUG1982    6.32000
 429    1982       9     SEP1982    5.63000
 430    1982      10     OCT1982    5.12000
 431    1982      11     NOV1982    4.92000
 432    1982      12     DEC1982    4.93000
 433    1983       1     JAN1983    4.79000
 434    1983       2     FEB1983    4.74000
 435    1983       3     MAR1983    4.59000
 436    1983       4     APR1983    4.44000
 437    1983       5     MAY1983    4.27000
 438    1983       6     JUN1983    4.26000
 439    1983       7     JUL1983    4.21000
 440    1983       8     AUG1983    4.35000
 441    1983       9     SEP1983    4.24000
 442    1983      10     OCT1983    4.25000
 443    1983      11     NOV1983    4.31000
 444    1983      12     DEC1983    4.32000
 445    1984       1     JAN1984    4.27000
 446    1984       2     FEB1984    4.59000
 447    1984       3     MAR1984    4.63000
 448    1984       4     APR1984    4.64000
 449    1984       5     MAY1984    4.72000
 450    1984       6     JUN1984    4.86000
 451    1984       7     JUL1984    4.93000
 452    1984       8     AUG1984    4.62000
 453    1984       9     SEP1984    4.54000
 454    1984      10     OCT1984    4.62000
 455    1984      11     NOV1984    4.61000
 456    1984      12     DEC1984    4.68000
 457    1985       1     JAN1985    4.51000
 458    1985       2     FEB1985    4.30000
 459    1985       3     MAR1985    4.37000
 460    1985       4     APR1985    4.37000
 461    1985       5     MAY1985    4.31000
 462    1985       6     JUN1985    4.21000
 463    1985       7     JUL1985    4.14000
 464    1985       8     AUG1985    4.23000
 465    1985       9     SEP1985    4.32000
 466    1985      10     OCT1985    4.28000
 467    1985      11     NOV1985    4.06000
 468    1985      12     DEC1985    3.88000
 469    1986       1     JAN1986    3.90000
 470    1986       2     FEB1986    3.72000
 471    1986       3     MAR1986    3.50000
 472    1986       4     APR1986    3.43000
 473    1986       5     MAY1986    3.42000
 474    1986       6     JUN1986    3.36000
 475    1986       7     JUL1986    3.43000
 476    1986       8     AUG1986    3.36000
 477    1986       9     SEP1986    3.43000
 478    1986      10     OCT1986    3.49000
 479    1986      11     NOV1986    3.40000
 480    1986      12     DEC1986    3.38000
 481    1987       1     JAN1987    3.17000
 482    1987       2     FEB1987    3.02000
 483    1987       3     MAR1987    2.93000
 484    1987       4     APR1987    2.99000
 485    1987       5     MAY1987    3.02000
 486    1987       6     JUN1987    2.92000
 487    1987       7     JUL1987    2.83000
 488    1987       8     AUG1987    2.69000
 489    1987       9     SEP1987    2.78000
 490    1987      10     OCT1987    3.25000
 491    1987      11     NOV1987    3.66000
 492    1987      12     DEC1987    3.71000
 493    1988       1     JAN1988    3.66000
 494    1988       2     FEB1988    3.56000
 495    1988       3     MAR1988    3.48000
 496    1988       4     APR1988    3.57000
 497    1988       5     MAY1988    3.80000
 498    1988       6     JUN1988    3.59000
 499    1988       7     JUL1988    3.65000
 500    1988       8     AUG1988    3.75000
 501    1988       9     SEP1988    3.69000
 502    1988      10     OCT1988    3.61000
 503    1988      11     NOV1988    3.70000
 504    1988      12     DEC1988    3.68000
 505    1989       1     JAN1989    3.64000
 506    1989       2     FEB1989    3.59000
 507    1989       3     MAR1989    3.68000
 508    1989       4     APR1989    3.59000
 509    1989       5     MAY1989    3.52000
 510    1989       6     JUN1989    3.44000
 511    1989       7     JUL1989    3.38000
 512    1989       8     AUG1989    3.28000
 513    1989       9     SEP1989    3.29000
 514    1989      10     OCT1989    3.29000
 515    1989      11     NOV1989    3.39000
 516    1989      12     DEC1989    3.32000
 517    1990       1     JAN1990    3.41000
 518    1990       2     FEB1990    3.54000
 519    1990       3     MAR1990    3.49000
 520    1990       4     APR1990    3.51000
 521    1990       5     MAY1990    3.44000
 522    1990       6     JUN1990    3.36000
 523    1990       7     JUL1990    3.37000
 524    1990       8     AUG1990    3.65000
 525    1990       9     SEP1990    3.85000
 526    1990      10     OCT1990    4.01000
 527    1990      11     NOV1990    3.91000
 528    1990      12     DEC1990    3.74000
 529    1991       1     JAN1991    3.82000
 530    1991       2     FEB1991    3.35000
 531    1991       3     MAR1991    3.26000
 532    1991       4     APR1991    3.19000
 533    1991       5     MAY1991    3.23000
 534    1991       6     JUN1991    3.23000
 535    1991       7     JUL1991    3.20000
 536    1991       8     AUG1991    3.10000
 537    1991       9     SEP1991    3.15000
 538    1991      10     OCT1991    3.14000
 539    1991      11     NOV1991    3.15000
 540    1991      12     DEC1991    3.11000
 541    1992       1     JAN1992    2.90000
 542    1992       2     FEB1992    2.94000
 543    1992       3     MAR1992    3.01000
 544    1992       4     APR1992    3.02000
 545    1992       5     MAY1992    2.99000
 546    1992       6     JUN1992    3.06000
 547    1992       7     JUL1992    3.00000
 548    1992       8     AUG1992    2.97000
 549    1992       9     SEP1992    3.00000
 550    1992      10     OCT1992    3.07000
 551    1992      11     NOV1992    2.98000
 552    1992      12     DEC1992    2.90000
